Anhang;Annotierung;Gesch„ftsjahr;Gesellschaft;Abschlussart;Prfer
Anhang fr das Gesch„ftsjahr vom 1. Oktober 2016 bis 30. September 2017;;2016;Paramount Pictures Germany GmbH;Jahresabschluss;PwC
Allgemeine Hinweise;;2016;Paramount Pictures Germany GmbH;Jahresabschluss;PwC
Der vorliegende Jahresabschluss wurde gem„á õõ 242 ff. und õõ 264 ff. HGB sowie nach den einschl„gigen Vorschriften des GmbHG und des Gesellschaftsvertrags aufgestellt. Es gelten die Vorschriften fr mittelgroáe Kapitalgesellschaften.;;2016;Paramount Pictures Germany GmbH;Jahresabschluss;PwC
Im Berichtsjahr wurde das Bilanzrichtlinie-Umsetzungsgesetz (BilRUG) erstmalig vollumf„nglich angewendet (gem. Art 75 Abs. 1 EGHGB). Eine Anpassung der Vorjahreswerte erfolgte entsprechend Art. 75 Abs. 2 Satz 3 EGHGB nicht.;;2016;Paramount Pictures Germany GmbH;Jahresabschluss;PwC
Die Gewinn- und Verlustrechnung ist nach dem Gesamtkostenverfahren aufgestellt.;;2016;Paramount Pictures Germany GmbH;Jahresabschluss;PwC
Gr”áenabh„ngige Erleichterungen fr mittelgroáe Kapitalgesellschaften nach õ 288 HGB werden in Anspruch genommen.;;2016;Paramount Pictures Germany GmbH;Jahresabschluss;PwC
Registerinformationen;;2016;Paramount Pictures Germany GmbH;Jahresabschluss;PwC
Die Gesellschaft ist unter der Firma Paramount Pictures Germany GmbH mit Sitz in Unterf”hring im Handelsregister des Amtsgerichts Mnchen unter der Nummer HRB 173612 eingetragen.;85;2016;Paramount Pictures Germany GmbH;Jahresabschluss;PwC
Bilanzierungs- und Bewertungsmethoden;;2016;Paramount Pictures Germany GmbH;Jahresabschluss;PwC
Fr die Aufstellung des Jahresabschlusses waren unver„ndert zum Vorjahr die nachfolgenden Bilanzierungs- und Bewertungsmethoden maágebend.;8;2016;Paramount Pictures Germany GmbH;Jahresabschluss;PwC
Erworbene immaterielle Verm”gensgegenst„nde des Anlageverm”gens sind zu Anschaffungskosten bilanziert und werden, sofern sie der Abnutzung unterliegen, entsprechend ihrer Nutzungsdauer von drei Jahren um planm„áige Abschreibungen nach der linearen Methode vermindert. Soweit die beizulegenden Werte einzelner immaterieller Verm”gensgegenst„nde des Anlageverm”gens ihren Buchwert unterschreiten, werden zus„tzlich auáerplanm„áige Abschreibungen bei voraussichtlich dauernder Wertminderung vorgenommen.;8.1, 8.2;2016;Paramount Pictures Germany GmbH;Jahresabschluss;PwC
Das Sachanlageverm”gen ist zu Anschaffungskosten angesetzt und wird, soweit abnutzbar, nach Maágabe der voraussichtlichen Nutzungsdauer von drei bis dreizehn Jahren um planm„áige Abschreibungen nach der linearen Methode vermindert. Die Abschreibungen auf Zug„nge des Sachanlageverm”gens erfolgen grunds„tzlich zeitanteilig. Soweit die beizulegenden Werte einzelner Verm”gensgegenst„nde ihren Buchwert unterschreiten, werden zus„tzlich auáerplanm„áige Abschreibungen bei voraussichtlich dauernder Wertminderung vorgenommen.;8.1, 8.7;2016;Paramount Pictures Germany GmbH;Jahresabschluss;PwC
"Geringwertige Anlagegter bis zu einem Netto-Einzelwert von EUR 150,00 sind im Jahr des Zugangs voll abgeschrieben bzw. als Aufwand erfasst worden; ihr sofortiger Abgang wurde unterstellt. Fr Anlagegter mit einem Netto-Einzelwert von mehr als EUR 150,00 bis EUR 1.000,00, die nach dem 31. Dezember 2007 angeschafft worden sind, wird das steuerliche Sammelpostenverfahren aus Vereinfachungsgrnden auch in der Handelsbilanz angewandt.";8.1;2016;Paramount Pictures Germany GmbH;Jahresabschluss;PwC
Der Sammelposten wird pauschalierend jeweils mit 20 Prozent p.a. im Zugangsjahr und in den vier darauf folgenden Jahren abgeschrieben. Der Abgang der geringwertigen Anlagegter wird grunds„tzlich nach fnf Jahren unterstellt.;8.1;2016;Paramount Pictures Germany GmbH;Jahresabschluss;PwC
Forderungen und sonstige Verm”gensgegenst„nde sind zum Nennwert angesetzt.;8.25;2016;Paramount Pictures Germany GmbH;Jahresabschluss;PwC
Allen risikobehafteten Posten ist durch die Bildung angemessener Einzelwertberichtigungen Rechnung getragen.;8.25;2016;Paramount Pictures Germany GmbH;Jahresabschluss;PwC
Guthaben bei Kreditinstituten werden zu ihren Nennwerten bilanziert.;8.33;2016;Paramount Pictures Germany GmbH;Jahresabschluss;PwC
Fr die Ermittlung latenter Steuern aufgrund von tempor„ren oder quasi-permanenten Differenzen zwischen den handelsrechtlichen Wertans„tzen von Verm”gensgegenst„nden, Schulden und Rechnungsabgrenzungsposten und ihren steuerlichen Wertans„tzen oder aufgrund steuerlicher Verlustvortr„ge werden die Betr„ge der sich ergebenden Steuerbe- und -entlastung mit den unternehmensindividuellen Steuers„tzen im Zeitpunkt des Abbaus der Differenzen bewertet und nicht abgezinst. Aktive und passive Steuerlatenzen werden verrechnet. Die Aktivierung eines šberhangs latenter Steuern unterbleibt in Ausbung des dafr bestehenden Ansatzwahlrechts.;8.35, 8.64;2016;Paramount Pictures Germany GmbH;Jahresabschluss;PwC
Das gezeichnete Kapital wird zum Nennwert bilanziert.;8.37, 8.38;2016;Paramount Pictures Germany GmbH;Jahresabschluss;PwC
Die Pensionsverpflichtungen der Gesellschaft sind durch eine kongruente Rckdeckungsversicherung versichert. Die Ansprche aus der Rckdeckungsversicherung sind an die Mitarbeiter verpf„ndet.;8.47, 8.48;2016;Paramount Pictures Germany GmbH;Jahresabschluss;PwC
Diese wertpapiergebundenen Pensionszusagen sind nach õ 253 Abs. 1 Satz 3 HGB mit dem beizulegenden Zeitwert der Wertpapiere bewertet, soweit dieser den garantierten Mindestbetrag (diskontierter Erfllungsbetrag der Garantieleistung) bersteigt. Kongruent rckgedeckte Altersversorgungszusagen, deren H”he sich somit ausschlieálich nach dem beizulegenden Zeitwert eines Rckdeckungsversicherungsanspruchs bestimmt, sind mit diesem bewertet, soweit er den garantierten Mindestbetrag (diskontierter Erfllungsbetrag der Garantieleistung) bersteigt. Eine Rckdeckungsversicherung ist als kongruent zu bezeichnen, wenn die aus ihr resultierenden Zahlungen sowohl hinsichtlich der H”he als auch hinsichtlich der Zeitpunkte mit den Zahlungen an den Versorgungsberechtigten deckungsgleich sind. Der beizulegende Zeitwert eines Rckdeckungsversicherungsanspruchs besteht aus dem sog. gesch„ftsplanm„áigen Deckungskapital des Versicherungsunternehmens zzgl. eines etwa vorhandenen Guthabens aus Beitragsrckerstattungen (sog. šberschussbeteiligung). Die ausschlieálich der Erfllung der Altersversorgungsverpflichtungen dienenden, dem Zugriff aller brigen Gl„ubiger entzogenen Verm”gensgegenst„nde (Deckungsverm”gen i.S.d. õ 246 Abs. 2 Satz 2 HGB) wurden mit ihrem beizulegenden Zeitwert mit den Rckstellungen verrechnet.;8.47, 8.48, 32;2016;Paramount Pictures Germany GmbH;Jahresabschluss;PwC
Die Steuerrckstellungen sowie die sonstigen Rckstellungen bercksichtigen alle ungewissen Verbindlichkeiten und drohenden Verluste aus schwebenden Gesch„ften. Sie sind in der H”he des nach vernnftiger kaufm„nnischer Beurteilung notwendigen Erfllungsbetrags angesetzt.;8.47, 8.49;2016;Paramount Pictures Germany GmbH;Jahresabschluss;PwC
Verbindlichkeiten sind zum Erfllungsbetrag angesetzt.;8.51;2016;Paramount Pictures Germany GmbH;Jahresabschluss;PwC
Auf fremde W„hrung lautende Verm”gensgegenst„nde und Verbindlichkeiten wurden grunds„tzlich mit dem Devisenkassamittelkurs zum Abschlussstichtag umgerechnet. Bei einer Restlaufzeit von mehr als einem Jahr wurde dabei das Realisationsprinzip (õ 252 Abs. 1 Nr. 4 Halbsatz 2 HGB) und das Anschaffungskostenprinzip (õ 253 Abs. 1 Satz 1 HGB) beachtet.;8.51;2016;Paramount Pictures Germany GmbH;Jahresabschluss;PwC
Die Umsatzerl”se werden gem„á Realisationsprinzip erst bei Leistungserbringung ausgewiesen. Der Zeitpunkt entspricht der Einnahme der Ums„tze an der Kinokasse.;8.66;2016;Paramount Pictures Germany GmbH;Jahresabschluss;PwC
Erl„uterungen zur Bilanz;;2016;Paramount Pictures Germany GmbH;Jahresabschluss;PwC
Anlageverm”gen;;2016;Paramount Pictures Germany GmbH;Jahresabschluss;PwC
Die Entwicklung der einzelnen Posten des Anlageverm”gens ist unter Angabe der Abschreibungen des Gesch„ftsjahres im Anlagenspiegel dargestellt.;4.1;2016;Paramount Pictures Germany GmbH;Jahresabschluss;PwC
Forderungen und sonstige Verm”gensgegenst„nde;;2016;Paramount Pictures Germany GmbH;Jahresabschluss;PwC
S„mtliche Forderungen und sonstige Verm”gensgegenst„nde haben eine Restlaufzeit von weniger als einem Jahr.;4.25, ;2016;Paramount Pictures Germany GmbH;Jahresabschluss;PwC
Die Forderungen aus Lieferungen und Leistungen bestehen gegen Kinobetreiber.;4.25, 4.26, ;2016;Paramount Pictures Germany GmbH;Jahresabschluss;PwC
Die Forderungen gegen verbundene Unternehmen beziehen sich auf die Gesellschafterin Paramount Pictures International Limited, London, Groábritannien. Im Wesentlichen resultieren sie in H”he von TEUR 4.464 (Vj.: TEUR 14.026) aus Lizenzgebhren aus dem bestehenden Distribution Agreement (Theatrical) und stellen somit Forderungen aus Lieferungen und Leistungen dar. In H”he von TEUR 749 (Vj.: TEUR 408) bestehen Forderungen gegenber Schwestergesellschaften aus der Weiterbelastung von Kosten.;4.25, 4.27, 6, 20;2016;Paramount Pictures Germany GmbH;Jahresabschluss;PwC
Latente Steuern;;2016;Paramount Pictures Germany GmbH;Jahresabschluss;PwC
Zum Bilanzstichtag 30. September 2017 ergibt sich nach Saldierung der aktiven und passiven latenten Steuern (Gesamtdifferenzenbetrachtung) ein Aktivberhang der latenten Steuern von TEUR 228 (Vj. TEUR 203).. Die Gesellschaft macht von dem Aktivierungswahlrecht des õ 274 Abs. 1 Satz 2 HGB keinen Gebrauch, so dass sich insgesamt kein Ausweis latenter Steuern in der Bilanz ergibt.;4.35, 4.64;2016;Paramount Pictures Germany GmbH;Jahresabschluss;PwC
Eigenkapital;;2016;Paramount Pictures Germany GmbH;Jahresabschluss;PwC
Das Eigenkapital setzt sich zusammen aus einem Stammkapital von TEUR 25 (Vj.: TEUR 25), einem Gewinnvortrag von TEUR 2.733 (Vj.: TEUR 2.490) sowie einem Jahresberschuss in H”he von TEUR 444 (Vj.: TEUR 243).;4.37, 4.45, 4.46;2016;Paramount Pictures Germany GmbH;Jahresabschluss;PwC
Pensionszusagen;;2016;Paramount Pictures Germany GmbH;Jahresabschluss;PwC
Rckstellungspflichtige Pensionsverpflichtungen bestehen zum Bilanzstichtag in H”he von T? 1.469 (Vj. TEUR 1.296). Diese wurden mit Deckungsverm”gen (T? 1.469 (Vj. TEUR 1.296)) gem„á õ 246 Abs. 2 Satz 2 HGB verrechnet. Deckungsverm”gen sind verpf„ndete Ansprche aus Rckdeckungsversicherungen.;4.47, 4.487;2016;Paramount Pictures Germany GmbH;Jahresabschluss;PwC
Der beizulegende Zeitwert der saldierten Rckdeckungsversicherungsansprche entspricht den fortgefhrten Anschaffungskosten (Deckungskapital zuzglich šberschussbeteiligung) gem„á versicherungsmathematischer Gutachten bzw. den Mitteilungen der Versicherer und bel„uft sich auf TEUR 1.469 (Vj. TEUR 1.296).;4.47, 4.48, 4.32, 33, 36;2016;Paramount Pictures Germany GmbH;Jahresabschluss;PwC
Die Ertr„ge aus dem Deckungsverm”gen (T? 25) wurden mit den Zinszufhrungen (T? 25) gem„á õ 246 Abs. 2 Satz 2 HGB saldiert.;4.47, 4.48, 36;2016;Paramount Pictures Germany GmbH;Jahresabschluss;PwC
Sonstige Rckstellungen;;2016;Paramount Pictures Germany GmbH;Jahresabschluss;PwC
Die sonstigen Rckstellungen wurden im Wesentlichen fr ausstehende Kostenrechnungen in H”he von TEUR 379 (Vj.: TEUR 454), fr Produzentenbeteiligungen in H”he von TEUR 531 (Vj.: TEUR 36), ausstehende Urlaubstage der Mitarbeiter in H”he von TEUR 65 (Vj.: TEUR 82) und Bonusverpflichtungen von TEUR 194 (Vj.: TEUR 20) gebildet.;4.47, 4.50, 39;2016;Paramount Pictures Germany GmbH;Jahresabschluss;PwC
Verbindlichkeiten;;2016;Paramount Pictures Germany GmbH;Jahresabschluss;PwC
Der Rckgang der Verbindlichkeiten aus Lieferungen und Leistungen von TEUR 1.828 im Vorjahr auf TEUR 1.065 ist stichtagsbezogen. Im Vorjahr bestanden zum Stichtag Verbindlichkeiten gegenber einem Lieferanten resultierend aus Werbet„tigkeiten fr einen Film, die im September 2015 durchgefhrt wurden. Dies war im laufenden Jahr nicht der Fall. Die Verbindlichkeiten aus Lieferungen und Leistungen betreffen im Wesentlichen bezogene Synchronisations- und Marketingleistungen sowie Lizenzgebhren.;4.51, 4.56;2016;Paramount Pictures Germany GmbH;Jahresabschluss;PwC
Die Verbindlichkeiten gegenber verbundenen Unternehmen beinhalten Verbindlichkeiten gegenber der Schwestergesellschaft Paramount Home Entertainment (Germany) GmbH in H”he von TEUR 276 (Vj.: TEUR 20). Es handelt sich dabei um Verbindlichkeiten aus Weiterbelastungen.;4.51, 4.58, 6, 20;2016;Paramount Pictures Germany GmbH;Jahresabschluss;PwC
Die sonstigen Verbindlichkeiten beinhalten im Wesentlichen Verbindlichkeiten aus Abzugsteuern gem. õ 50a EStG aus der Nutzung von Rechten in H”he von TEUR 727 (Vj.: TEUR 0).;4.51, 4.60, 4.61;2016;Paramount Pictures Germany GmbH;Jahresabschluss;PwC
S„mtliche Verbindlichkeiten aus Lieferungen und Leistungen und sonstige Verbindlichkeiten haben eine Restlaufzeit von weniger als einem Jahr.;4.51, 4.56, 4.60;2016;Paramount Pictures Germany GmbH;Jahresabschluss;PwC
Haftungsverh„ltnisse;;2016;Paramount Pictures Germany GmbH;Jahresabschluss;PwC
Zum Bilanzstichtag bestanden keine Haftungsverh„ltnisse.;4;2016;Paramount Pictures Germany GmbH;Jahresabschluss;PwC
Erl„uterungen zur Gewinn- und Verlustrechnung;;2016;Paramount Pictures Germany GmbH;Jahresabschluss;PwC
Umsatzerl”se;;2016;Paramount Pictures Germany GmbH;Jahresabschluss;PwC
"Die Umsatzerl”se in H”he von TEUR 33.312 (Vj.: TEUR 15.116) stammen aus der Vermietung von Kinofilmen an Kinobetreiber in Deutschland aus Lizenzgebhren aus dem bestehenden Distribution Agreement (Theatrical) mit der Gesellschafterin Paramount Pictures International Limited, London, Groábritannien sowie der Weiterbelastung von Personalaufwand an verbundene Unternehmen (TEUR 344; Vj.: TEUR 302). Die Ertr„ge aus Lizenzgebhren in H”he von TEUR 9.317 und die Weiterbelastung von Personalaufwand an verbundene Unternehmen in H”he von TEUR 344 wurden erstmalig unter den Umsatzerl”sen ausgewiesen. Die Umsatzerl”se des aktuellen Gesch„ftsjahres sind deshalb nicht mit denen des Vorjahres vergleichbar. W„ren die Lizenzertr„ge und die Ertr„ge aus Weiterbelastung von Personalaufwand bereits im Vorjahr unter den Umsatzerl”sen ausgewiesen worden, w„ren fr das Vorjahr Umsatzerl”se in H”he von TEUR 24.435 auszuweisen.";4.66, 49;2016;Paramount Pictures Germany GmbH;Jahresabschluss;PwC
Sonstige betriebliche Ertr„ge;;2016;Paramount Pictures Germany GmbH;Jahresabschluss;PwC
Die sonstigen betrieblichen Ertr„gen enthalten periodenfremde Ertr„ge in H”he von TEUR 119 (Vj.: TEUR 23), aus der Erstattung von Werbekosten des Vorjahres. Im Vorjahr waren noch Ertr„ge aus Lizenzgebhren gegenber der Muttergesellschaft in H”he von TEUR 9.017 und aus der Weiterbelastung von Personalaufwand an verbundene Unternehmen in H”he von TEUR 302 enthalten, welche im aktuellen Jahr als Umsatzerl”se ausgewiesen werden.;4.69;2016;Paramount Pictures Germany GmbH;Jahresabschluss;PwC
Materialaufwand;;2016;Paramount Pictures Germany GmbH;Jahresabschluss;PwC
Der Materialaufwand beinhaltet Aufwendungen fr bezogene Leistungen in H”he von TEUR 2.521 (Vj.: TEUR 2.327). Diese setzen sich im Wesentlichen zusammen aus Kostenzuschl„gen fr 3D-Brillen in H”he von TEUR 235 (Vj.: TEUR 124), Virtual Print Fees in H”he von TEUR 1.448 (Vj.: TEUR 1.764), Kosten fr Lagerung und Versendung von Kopien in H”he von TEUR 33 (Vj.: TEUR 41), Produzentenbeteiligungen in H”he von TEUR 448 (Vj.: TEUR 22), FSK Freigabegebhren in H”he von TEUR 25 (Vj.: TEUR 33) sowie Kosten fr digitale Filmkopien in H”he von TEUR 265 (Vj.: TEUR 292).;4.70;2016;Paramount Pictures Germany GmbH;Jahresabschluss;PwC
Personalaufwand;;2016;Paramount Pictures Germany GmbH;Jahresabschluss;PwC
Die Personalaufwendungen resultieren aus Geh„ltern, sozialen Abgaben und Aufwendungen fr Untersttzung in H”he von TEUR 2.081 (Vj.: TEUR 1.921) sowie Aufwendungen fr Altersversorgung in H”he von TEUR 246 (Vj.: TEUR 235).;4.73;2016;Paramount Pictures Germany GmbH;Jahresabschluss;PwC
Sonstige betriebliche Aufwendungen;;2016;Paramount Pictures Germany GmbH;Jahresabschluss;PwC
Die sonstigen betrieblichen Aufwendungen beinhalten im Wesentlichen Aufwendungen fr Vermarktung in H”he von TEUR 26.900 (Vj.: TEUR 18.727), Mietaufwendungen fr die Bror„ume in H”he von TEUR 191 (Vj.: TEUR 242) sowie Reisekosten in H”he von TEUR 134 (Vj.: TEUR 96).;4.80;2016;Paramount Pictures Germany GmbH;Jahresabschluss;PwC
Gewinnverwendungsvorschlag;;2016;Paramount Pictures Germany GmbH;Jahresabschluss;PwC
Die Gesch„ftsfhrung schl„gt vor, den Bilanzgewinn von EUR 3.176.689,33 auf neue Rechnung vorzutragen.;4, 65;2016;Paramount Pictures Germany GmbH;Jahresabschluss;PwC
Sonstige Angaben;;2016;Paramount Pictures Germany GmbH;Jahresabschluss;PwC
Sonstige finanzielle Verpflichtungen;;2016;Paramount Pictures Germany GmbH;Jahresabschluss;PwC
Zum Bilanzstichtag bestehen in H”he von TEUR 622 sonstige finanzielle Verpflichtungen, welche ausschlieálich Zahlungsverpflichtungen aus Miet- und Leasingvertr„gen betreffen.;64;2016;Paramount Pictures Germany GmbH;Jahresabschluss;PwC
"Die sonstigen finanziellen Verpflichtungen verteilen sich wie folgt:

1.10.2017 - 30.09.2018 1.10.2018 - 30.09.2019 1.10.2019 - 30.09.2020 1.10.2020 - 30.09.2021 Gesamt
TEUR TEUR TEUR TEUR TEUR
236 230 152 4 622";64;2016;Paramount Pictures Germany GmbH;Jahresabschluss;PwC
Gesch„ftsfhrung;;2016;Paramount Pictures Germany GmbH;Jahresabschluss;PwC
"Gesch„ftsfhrer der Gesellschaft waren im Gesch„ftsjahr vom 1. Oktober 2016 bis 30. September 2017:

? Johnny Nareshdat Kanhai, Amsterdam, Niederlande, Gesamt-Gesch„ftsfhrer (Vertrieb, Marketing, Finanzen)

? Tobias Johannes Riehl, Puchheim, Gesch„ftsfhrer Vertrieb und Marketing

? Florian Ritter, Mnchen, Gesch„ftsfhrer Vertrieb und Marketing";78;2016;Paramount Pictures Germany GmbH;Jahresabschluss;PwC
Die Bezge der Gesch„ftsfhrung betrugen im Gesch„ftsjahr TEUR 316 (Vj.: TEUR 291).;79;2016;Paramount Pictures Germany GmbH;Jahresabschluss;PwC
Mitarbeiter;;2016;Paramount Pictures Germany GmbH;Jahresabschluss;PwC
"Im Gesch„ftsjahr vom 1. Oktober 2016 bis 30. September 2017 wurden durchschnittlich 24 (Vorjahr: 23) Mitarbeiter besch„ftigt. Die Mitarbeiter teilen sich wie folgt auf:

? Vertrieb/Marketing: 18 (Vj. 18)

? Verwaltung: 6 (Vj. 5)";61;2016;Paramount Pictures Germany GmbH;Jahresabschluss;PwC
Konzernverh„ltnisse;;2016;Paramount Pictures Germany GmbH;Jahresabschluss;PwC
Der Jahresabschluss der Paramount Pictures Germany GmbH, Unterf”hring, wird ber ihre alleinige Gesellschafterin, die Paramount Pictures International Limited, London, Groábritannien, (Registernummer: 03458440) in den Konzernabschluss der Viacom Inc., New York, USA, einbezogen. Dabei stellt die Viacom Inc., New York, USA, den kleinsten und gr”áten Konsoliderungskreis dar.;70, 71;2016;Paramount Pictures Germany GmbH;Jahresabschluss;PwC
Der Konzernabschluss ist auf Anfrage bei der Viacom Inc., New York, USA, (Registernummer: 20-3515052) erh„ltlich.;70, 71;2016;Paramount Pictures Germany GmbH;Jahresabschluss;PwC
Nachtragsbericht;;2016;Paramount Pictures Germany GmbH;Jahresabschluss;PwC
Nach dem Bilanzstichtag sind keine Vorg„nge von besonderer Bedeutung eingetreten, die wesentliche finanzielle Auswirkungen haben.;66;2016;Paramount Pictures Germany GmbH;Jahresabschluss;PwC
Unterf”hring, den 19. Dezember 2017;;2016;Paramount Pictures Germany GmbH;Jahresabschluss;PwC
;;;;;
"Gesch„ftsfhrung

Tobias J. Riehl

Florian Ritter

Johnny Nareshdat Kanhai";;2016;Paramount Pictures Germany GmbH;Jahresabschluss;PwC
"Entwicklung des Anlageverm”gens vom 1. Oktober 2016 bis zum 30. September 2017
Anschaffungs- und Herstellungskosten
1.10.2016 Zug„nge Abg„nge 30.09.2017
EUR EUR EUR EUR
I. Immaterielle Verm”gensgegenst„nde        
Entgeltlich erworbene Konzessionen, gewerbliche Schutzrechte und „hnliche Rechte und Werte sowie Lizenzen an solchen Rechten und Werten 2.270,00 0,00 0,00 2.270,00
  2.270,00 0,00 0,00 2.270,00
II. Sachanlagen        
1. Technische Anlagen und Maschinen 256.708,48 40.538,89 0,00 297.247,37
2. Andere Anlagen, Betriebs- und Gesch„ftsausstattung 889.584,17 3.010,68 0,00 892.594,85
  1.146.292,65 43.549,57 0,00 1.189.842,22
  1.148.562,65 43.549,57 0,00 1.192.112,22
Kumulierte Abschreibungen
1.10.2016 Zug„nge Abg„nge 30.09.2017
EUR EUR EUR EUR
I. Immaterielle Verm”gensgegenst„nde        
Entgeltlich erworbene Konzessionen, gewerbliche Schutzrechte und „hnliche Rechte und Werte sowie Lizenzen an solchen Rechten und Werten 2.270,00 0,00 0,00 2.270,00
  2.270,00 0,00 0,00 2.270,00
II. Sachanlagen        
1. Technische Anlagen und Maschinen 243.145,79 11.023,79 0,00 254.169,58
2. Andere Anlagen, Betriebs- und Gesch„ftsausstattung 823.983,54 13.423,79 0,00 837.407,33
  1.067.129,33 24.447,58 0,00 1.091.576,91
  1.069.399,33 24.447,58 0,00 1.093.846,91
Buchwerte
30.09.2017 30.09.2016
EUR EUR
I. Immaterielle Verm”gensgegenst„nde    
Entgeltlich erworbene Konzessionen, gewerbliche Schutzrechte und „hnliche Rechte und Werte sowie Lizenzen an solchen Rechten und Werten 0,00 0,00
  0,00 0,00
II. Sachanlagen    
1. Technische Anlagen und Maschinen 43.077,79 13.562,69
2. Andere Anlagen, Betriebs- und Gesch„ftsausstattung 55.187,52 65.600,63
  98.265,31 79.163,32
  98.265,31 79.163,32";15, 16;2016;Paramount Pictures Germany GmbH;Jahresabschluss;PwC
